# Wavelength, (Rp/Rs)^2, err
1.258925411794167282e+01	1.445718002263969397e-02	1.000000000000000082e-05
1.250241722755519902e+01	1.446599843360148879e-02	1.000000000000000082e-05
1.241617931193412261e+01	1.448384394704411819e-02	1.000000000000000082e-05
1.233053623953060018e+01	1.443013687175284838e-02	1.000000000000000082e-05
1.224548390729492020e+01	1.443619129312680507e-02	1.000000000000000082e-05
1.216101824047899171e+01	1.442733919887985786e-02	1.000000000000000082e-05
1.207713519244111033e+01	1.441965470658932748e-02	1.000000000000000082e-05
1.199383074445208841e+01	1.441148685262360306e-02	1.000000000000000082e-05
1.191110090550272638e+01	1.439120093102575805e-02	1.000000000000000082e-05
1.182894171211260215e+01	1.441436901916568099e-02	1.000000000000000082e-05
1.174734922814019455e+01	1.446378327610931859e-02	1.000000000000000082e-05
1.166631954459428933e+01	1.438303889492335147e-02	1.000000000000000082e-05
1.158584877944675462e+01	1.438878615453075514e-02	1.000000000000000082e-05
1.150593307744648541e+01	1.435473467946288446e-02	1.000000000000000082e-05
1.142656860993475121e+01	1.430795963349168129e-02	1.000000000000000082e-05
1.134775157466176232e+01	1.438503984367168510e-02	1.000000000000000082e-05
1.126947819560449915e+01	1.433270216632752045e-02	1.000000000000000082e-05
1.119174472278581867e+01	1.440209891738951191e-02	1.000000000000000082e-05
1.111454743209479190e+01	1.432816611632421570e-02	1.000000000000000082e-05
1.103788262510827245e+01	1.437318200827283204e-02	1.000000000000000082e-05
1.096174662891376528e+01	1.437085530894554285e-02	1.000000000000000082e-05
1.088613579593338088e+01	1.432239326550844606e-02	1.000000000000000082e-05
1.081104650374914300e+01	1.426441054866423030e-02	1.000000000000000082e-05
1.073647515492942084e+01	1.433060982196131088e-02	1.000000000000000082e-05
1.066241817685659043e+01	1.429507138000310311e-02	1.000000000000000082e-05
1.058887202155586316e+01	1.439106795945928156e-02	1.000000000000000082e-05
1.051583316552532033e+01	1.429148275581582084e-02	1.000000000000000082e-05
1.044329810956709714e+01	1.433444840775262123e-02	1.000000000000000082e-05
1.037126337861973724e+01	1.426731767122004294e-02	1.000000000000000082e-05
1.029972552159173738e+01	1.433804015635062497e-02	1.000000000000000082e-05
1.022868111119616152e+01	1.426865159466600072e-02	1.000000000000000082e-05
1.015812674378647706e+01	1.426381904827805566e-02	1.000000000000000082e-05
1.008805903919347990e+01	1.430884875867746535e-02	1.000000000000000082e-05
1.001847464056336001e+01	1.433127724508395824e-02	1.000000000000000082e-05
9.949370214196871842e+00	1.428933269880134152e-02	1.000000000000000082e-05
9.880742449389632753e+00	1.434251399666332770e-02	1.000000000000000082e-05
9.812588058273490788e+00	1.428257816618442450e-02	1.000000000000000082e-05
9.744903775659038203e+00	1.432543479445987783e-02	1.000000000000000082e-05
9.677686358879146411e+00	1.436057803382039498e-02	1.000000000000000082e-05
9.610932587633637780e+00	1.438758463568708817e-02	1.000000000000000082e-05
9.544639263834985954e+00	1.430276879654664504e-02	1.000000000000000082e-05
9.478803211455135269e+00	1.440514305982818974e-02	1.000000000000000082e-05
9.413421276373290070e+00	1.445724816836602145e-02	1.000000000000000082e-05
9.348490326224847990e+00	1.438234076469604820e-02	1.000000000000000082e-05
9.284007250251310239e+00	1.444836977416158116e-02	1.000000000000000082e-05
